Date,Count,HiLimit,LoLimit
12/10/2014,2,50,10
12/11/2014,4,50,10
12/12/2014,5,50,10
12/13/2014,0,50,10
12/14/2014,2,50,10
12/15/2014,0,50,10
12/16/2014,0,50,10
12/17/2014,0,50,10
12/18/2014,0,50,10
12/19/2014,1,50,10
12/20/2014,3,50,10
12/21/2014,0,50,10
12/22/2014,3,50,10
12/23/2014,4,50,10
12/24/2014,1,50,10
12/25/2014,0,50,10
12/26/2014,0,50,10
12/27/2014,0,50,10
12/28/2014,2,50,10
12/29/2014,0,50,10
12/30/2014,3,50,10
12/31/2014,3,50,10
1/1/2015,2,50,10
1/2/2015,5,50,10
1/3/2015,6,50,10
1/4/2015,1,50,10
1/5/2015,7,50,10
1/6/2015,6,50,10
1/7/2015,4,50,10
1/8/2015,2,50,10
1/9/2015,1,50,10
1/10/2015,2,50,10
1/11/2015,4,50,10
1/12/2015,4,50,10
1/13/2015,4,50,10
1/14/2015,5,50,10
1/15/2015,5,50,10
1/16/2015,2,50,10
1/17/2015,0,50,10
1/18/2015,0,50,10
1/19/2015,5,50,10
1/20/2015,4,50,10
1/21/2015,9,50,10
1/22/2015,5,50,10
1/23/2015,1,50,10
1/24/2015,0,50,10
1/25/2015,4,50,10
1/26/2015,5,50,10
1/27/2015,1,50,10
1/28/2015,1,50,10
1/29/2015,3,50,10
1/30/2015,1,50,10
1/31/2015,0,50,10
2/1/2015,1,50,10
2/2/2015,7,50,10
2/3/2015,3,50,10
2/4/2015,10,50,10
2/5/2015,5,50,10
2/6/2015,8,50,10
2/7/2015,1,50,10
2/8/2015,5,50,10
2/9/2015,5,50,10
2/10/2015,5,50,10
2/11/2015,5,50,10
2/12/2015,2,50,10
2/13/2015,5,50,10
2/14/2015,0,50,10
2/15/2015,2,50,10
2/16/2015,6,50,10
2/17/2015,6,50,10
2/18/2015,8,50,10
2/19/2015,3,50,10
2/20/2015,2,50,10
2/21/2015,4,50,10
2/22/2015,2,50,10
2/23/2015,3,50,10
2/24/2015,0,50,10
2/25/2015,3,50,10
2/26/2015,3,50,10
2/27/2015,2,50,10
2/28/2015,2,50,10
3/1/2015,2,50,10
3/2/2015,4,50,10
3/3/2015,2,50,10
3/4/2015,6,50,10
3/5/2015,7,50,10
3/6/2015,6,50,10
3/7/2015,2,50,10
3/8/2015,3,50,10
3/9/2015,4,50,10
3/10/2015,5,50,10
3/11/2015,9,50,10
3/12/2015,28,50,10
3/13/2015,27,50,10
3/14/2015,22,50,10
3/15/2015,1,50,10
3/16/2015,9,50,10
3/17/2015,10,50,10
3/18/2015,11,50,10
3/19/2015,14,50,10
3/20/2015,8,50,10
3/21/2015,12,50,10
3/22/2015,4,50,10
3/23/2015,3,50,10
3/24/2015,17,50,10
3/25/2015,14,50,10
3/26/2015,9,50,10
3/27/2015,3,50,10
3/28/2015,1,50,10
3/29/2015,11,50,10
3/30/2015,7,50,10
3/31/2015,9,50,10
4/1/2015,7,50,10
4/2/2015,0,50,10
4/3/2015,4,50,10
4/4/2015,2,50,10
4/5/2015,7,50,10
4/6/2015,5,50,10
4/7/2015,13,50,10
4/8/2015,11,50,10
4/9/2015,8,50,10
4/10/2015,4,50,10
4/11/2015,0,50,10
4/12/2015,10,50,10
4/13/2015,5,50,10
4/14/2015,7,50,10
4/15/2015,12,50,10
4/16/2015,8,50,10
4/17/2015,4,50,10
4/18/2015,6,50,10
4/19/2015,4,50,10
4/20/2015,6,50,10
4/21/2015,13,50,10
4/22/2015,8,50,10
4/23/2015,10,50,10
4/24/2015,9,50,10
4/25/2015,0,50,10
4/26/2015,4,50,10
4/27/2015,18,50,10
4/28/2015,24,50,10
4/29/2015,11,50,10
4/30/2015,14,50,10
5/1/2015,10,50,10
5/2/2015,7,50,10
5/3/2015,7,50,10
5/4/2015,9,50,10
5/5/2015,5,50,10
5/6/2015,8,50,10
5/7/2015,26,50,10
5/8/2015,2,50,10
5/9/2015,2,50,10
5/10/2015,4,50,10
5/11/2015,8,50,10
5/12/2015,9,50,10
5/13/2015,4,50,10
5/14/2015,9,50,10
5/15/2015,20,50,10
5/16/2015,10,50,10
5/17/2015,6,50,10
5/18/2015,15,50,10
5/19/2015,5,50,10
5/20/2015,14,50,10
5/21/2015,11,50,10
5/22/2015,3,50,10
5/23/2015,1,50,10
5/24/2015,4,50,10
5/25/2015,8,50,10
5/26/2015,6,50,10
5/27/2015,15,50,10
5/28/2015,8,50,10
5/29/2015,4,50,10
5/30/2015,1,50,10
5/31/2015,1,50,10
6/1/2015,3,50,10
6/2/2015,5,50,10
6/3/2015,1,50,10
6/4/2015,3,50,10
6/5/2015,1,50,10
6/6/2015,5,50,10
6/7/2015,7,50,10
6/8/2015,7,50,10
6/9/2015,7,50,10
6/10/2015,8,50,10
6/11/2015,8,50,10
6/12/2015,9,50,10
6/13/2015,3,50,10
6/14/2015,11,50,10
6/15/2015,11,50,10
6/16/2015,4,50,10
6/17/2015,6,50,10
6/18/2015,7,50,10
6/19/2015,4,50,10
6/20/2015,2,50,10
6/21/2015,2,50,10
6/22/2015,6,50,10
6/23/2015,9,50,10
6/24/2015,6,50,10
6/25/2015,3,50,10
6/26/2015,2,50,10
6/27/2015,0,50,10
6/28/2015,3,50,10
6/29/2015,3,50,10
6/30/2015,11,50,10
7/1/2015,10,50,10
7/2/2015,4,50,10
7/3/2015,0,50,10
7/4/2015,3,50,10
7/5/2015,4,50,10
7/6/2015,5,50,10
7/7/2015,5,50,10
7/8/2015,6,50,10
7/9/2015,1,50,10
7/10/2015,3,50,10
7/11/2015,1,50,10
7/12/2015,2,50,10
7/13/2015,0,50,10
7/14/2015,9,50,10
7/15/2015,2,50,10
7/16/2015,9,50,10
7/17/2015,0,50,10
7/18/2015,5,50,10
7/19/2015,5,50,10
7/20/2015,2,50,10
7/21/2015,1,50,10
7/22/2015,6,50,10
7/23/2015,7,50,10
7/24/2015,1,50,10
7/25/2015,4,50,10
7/26/2015,2,50,10
7/27/2015,6,50,10
7/28/2015,3,50,10
7/29/2015,8,50,10
7/30/2015,4,50,10
7/31/2015,10,50,10
8/1/2015,5,50,10
8/2/2015,4,50,10
8/3/2015,3,50,10
8/4/2015,3,50,10
8/5/2015,4,50,10
8/6/2015,4,50,10
8/7/2015,6,50,10
8/8/2015,7,50,10
8/9/2015,0,50,10
8/10/2015,0,50,10
8/11/2015,6,50,10
8/12/2015,4,50,10
8/13/2015,2,50,10
8/14/2015,4,50,10
8/15/2015,2,50,10
8/16/2015,1,50,10
8/17/2015,0,50,10
8/18/2015,9,50,10
8/19/2015,2,50,10
8/20/2015,4,50,10
8/21/2015,1,50,10
8/22/2015,4,50,10
8/23/2015,2,50,10
8/24/2015,9,50,10
8/25/2015,16,50,10
8/26/2015,3,50,10
8/27/2015,9,50,10
8/28/2015,9,50,10
8/29/2015,6,50,10
8/30/2015,8,50,10
8/31/2015,7,50,10
9/1/2015,9,50,10
9/2/2015,8,50,10
9/3/2015,5,50,10
9/4/2015,5,50,10
9/5/2015,5,50,10
9/6/2015,4,50,10
9/7/2015,9,50,10
9/8/2015,11,50,10
9/9/2015,8,50,10
9/10/2015,7,50,10
9/11/2015,7,50,10
9/12/2015,7,50,10
9/13/2015,2,50,10
9/14/2015,11,50,10
9/15/2015,9,50,10
9/16/2015,7,50,10
9/17/2015,3,50,10
9/18/2015,0,50,10
9/19/2015,9,50,10
9/20/2015,5,50,10
9/21/2015,11,50,10
9/22/2015,16,50,10
9/23/2015,7,50,10
9/24/2015,8,50,10
9/25/2015,2,50,10
9/26/2015,4,50,10
9/27/2015,8,50,10
9/28/2015,8,50,10
9/29/2015,32,50,10
9/30/2015,38,50,10
10/1/2015,33,50,10
10/2/2015,31,50,10
10/3/2015,19,50,10
10/4/2015,5,50,10
10/5/2015,18,50,10
10/6/2015,10,50,10
10/7/2015,32,50,10
10/8/2015,23,50,10
10/9/2015,15,50,10
10/10/2015,10,50,10
10/11/2015,12,50,10
10/12/2015,13,50,10
10/13/2015,17,50,10
10/14/2015,30,50,10
10/15/2015,35,50,10
10/16/2015,20,50,10
10/17/2015,9,50,10
10/18/2015,12,50,10
10/19/2015,29,50,10
10/20/2015,27,50,10
10/21/2015,32,50,10
10/22/2015,24,50,10
10/23/2015,25,50,10
10/24/2015,22,50,10
10/25/2015,18,50,10
10/26/2015,24,50,10
10/27/2015,27,50,10
10/28/2015,21,50,10
10/29/2015,22,50,10
10/30/2015,11,50,10
10/31/2015,2,50,10
11/1/2015,7,50,10
11/2/2015,23,50,10
11/3/2015,21,50,10
11/4/2015,22,50,10
11/5/2015,9,50,10
11/6/2015,10,50,10
11/7/2015,8,50,10
11/8/2015,1,50,10
11/9/2015,4,50,10
11/10/2015,9,50,10
11/11/2015,7,50,10
11/12/2015,10,50,10
11/13/2015,34,50,10
11/14/2015,9,50,10
11/15/2015,8,50,10
11/16/2015,5,50,10
11/17/2015,18,50,10
11/18/2015,11,50,10
11/19/2015,12,50,10
11/20/2015,6,50,10
11/21/2015,10,50,10
11/22/2015,8,50,10
11/23/2015,17,50,10
11/24/2015,17,50,10
11/25/2015,22,50,10
11/26/2015,12,50,10
11/27/2015,7,50,10
11/28/2015,9,50,10
11/29/2015,11,50,10
11/30/2015,17,50,10
12/1/2015,24,50,10
12/2/2015,9,50,10
12/3/2015,7,50,10
12/4/2015,4,50,10
12/5/2015,14,50,10
12/6/2015,9,50,10
12/7/2015,6,50,10
12/8/2015,6,50,10
12/9/2015,13,50,10
12/10/2015,17,50,10
12/11/2015,11,50,10
12/12/2015,3,50,10
12/13/2015,0,50,10
12/14/2015,6,50,10
12/15/2015,8,50,10
12/16/2015,6,50,10
12/17/2015,10,50,10
12/18/2015,7,50,10
12/19/2015,2,50,10
12/20/2015,3,50,10
12/21/2015,6,50,10
12/22/2015,8,50,10
12/23/2015,7,50,10
12/24/2015,3,50,10
12/25/2015,7,50,10
12/26/2015,3,50,10
12/27/2015,7,50,10
12/28/2015,8,50,10
12/29/2015,9,50,10
12/30/2015,8,50,10
12/31/2015,4,50,10
1/1/2016,4,50,10
1/2/2016,4,50,10
1/3/2016,10,50,10
1/4/2016,26,50,10
1/5/2016,16,50,10
1/6/2016,9,50,10
1/7/2016,11,50,10
1/8/2016,12,50,10
1/9/2016,4,50,10
1/10/2016,15,50,10
1/11/2016,14,50,10
1/12/2016,9,50,10
1/13/2016,24,50,10
1/14/2016,18,50,10
1/15/2016,13,50,10
1/16/2016,4,50,10
1/17/2016,17,50,10
1/18/2016,23,50,10
1/19/2016,20,50,10
1/20/2016,91,50,10
1/21/2016,44,50,10
1/22/2016,39,50,10
1/23/2016,28,50,10
1/24/2016,20,50,10
1/25/2016,52,50,10
1/26/2016,58,50,10
1/27/2016,53,50,10
1/28/2016,46,50,10
1/29/2016,23,50,10
1/30/2016,22,50,10
1/31/2016,42,50,10
2/1/2016,58,50,10
2/2/2016,48,50,10
2/3/2016,45,50,10
2/4/2016,101,50,10
2/5/2016,124,50,10
2/6/2016,47,50,10
2/7/2016,36,50,10
2/8/2016,38,50,10
2/9/2016,38,50,10
2/10/2016,52,50,10
2/11/2016,30,50,10
2/12/2016,34,50,10
2/13/2016,14,50,10
2/14/2016,8,50,10
2/15/2016,11,50,10
2/16/2016,21,50,10
2/17/2016,34,50,10
2/18/2016,27,50,10
2/19/2016,28,50,10
2/20/2016,21,50,10
2/21/2016,32,50,10
2/22/2016,41,50,10
2/23/2016,32,50,10
2/24/2016,30,50,10
2/25/2016,28,50,10
2/26/2016,21,50,10
2/27/2016,18,50,10
2/28/2016,12,50,10
2/29/2016,24,50,10
3/1/2016,21,50,10
3/2/2016,28,50,10
3/3/2016,8,50,10
3/4/2016,10,50,10
3/5/2016,10,50,10
3/6/2016,5,50,10
3/7/2016,15,50,10
3/8/2016,14,50,10
3/9/2016,10,50,10
3/10/2016,8,50,10
3/11/2016,4,50,10
3/12/2016,2,50,10
3/13/2016,9,50,10
3/14/2016,22,50,10
3/15/2016,19,50,10
3/16/2016,27,50,10
3/17/2016,21,50,10
3/18/2016,25,50,10
3/19/2016,31,50,10
3/20/2016,32,50,10
3/21/2016,13,50,10
3/22/2016,19,50,10
3/23/2016,15,50,10
3/24/2016,20,50,10
3/25/2016,14,50,10
3/26/2016,13,50,10
3/27/2016,35,50,10
3/28/2016,51,50,10
3/29/2016,49,50,10
3/30/2016,33,50,10
3/31/2016,36,50,10
4/1/2016,22,50,10
4/2/2016,16,50,10
4/3/2016,7,50,10
4/4/2016,13,50,10
4/5/2016,25,50,10
4/6/2016,22,50,10
4/7/2016,13,50,10
4/8/2016,14,50,10
4/9/2016,29,50,10
4/10/2016,12,50,10
4/11/2016,18,50,10
4/12/2016,26,50,10
4/13/2016,11,50,10
4/14/2016,37,50,10
4/15/2016,22,50,10
4/16/2016,11,50,10
4/17/2016,9,50,10
4/18/2016,17,50,10
4/19/2016,30,50,10
4/20/2016,20,50,10
4/21/2016,22,50,10
4/22/2016,25,50,10
4/23/2016,6,50,10
4/24/2016,13,50,10
4/25/2016,17,50,10
4/26/2016,26,50,10
4/27/2016,19,50,10
4/28/2016,18,50,10
4/29/2016,11,50,10
4/30/2016,18,50,10
5/1/2016,16,50,10
5/2/2016,15,50,10
5/3/2016,17,50,10
5/4/2016,16,50,10
5/5/2016,10,50,10
5/6/2016,10,50,10
5/7/2016,11,50,10
5/8/2016,18,50,10
5/9/2016,26,50,10
5/10/2016,31,50,10
5/11/2016,18,50,10
5/12/2016,14,50,10
5/13/2016,21,50,10
5/14/2016,15,50,10
5/15/2016,14,50,10
5/16/2016,24,50,10
5/17/2016,22,50,10
5/18/2016,15,50,10
5/19/2016,13,50,10
5/20/2016,7,50,10
5/21/2016,3,50,10
5/22/2016,14,50,10
5/23/2016,26,50,10
5/24/2016,32,50,10
5/25/2016,10,50,10
5/26/2016,14,50,10
5/27/2016,17,50,10
5/28/2016,21,50,10
5/29/2016,13,50,10
5/30/2016,38,50,10
5/31/2016,26,50,10
6/1/2016,12,50,10
6/2/2016,11,50,10
6/3/2016,25,50,10
6/4/2016,7,50,10
6/5/2016,18,50,10
6/6/2016,20,50,10
6/7/2016,27,50,10
6/8/2016,32,50,10
6/9/2016,16,50,10
6/10/2016,15,50,10
6/11/2016,7,50,10
6/12/2016,10,50,10
6/13/2016,23,50,10
6/14/2016,30,50,10
6/15/2016,26,50,10
6/16/2016,11,50,10
6/17/2016,33,50,10
6/18/2016,4,50,10
6/19/2016,11,50,10
6/20/2016,17,50,10
6/21/2016,17,50,10
6/22/2016,17,50,10
6/23/2016,14,50,10
6/24/2016,13,50,10
6/25/2016,10,50,10
6/26/2016,15,50,10
6/27/2016,27,50,10
6/28/2016,24,50,10
6/29/2016,10,50,10
6/30/2016,9,50,10
7/1/2016,19,50,10
7/2/2016,12,50,10
7/3/2016,13,50,10
7/4/2016,16,50,10
7/5/2016,30,50,10
7/6/2016,30,50,10
7/7/2016,48,50,10
7/8/2016,39,50,10
7/9/2016,20,50,10
7/10/2016,11,50,10
7/11/2016,8,50,10
7/12/2016,26,50,10
7/13/2016,13,50,10
7/14/2016,13,50,10
7/15/2016,11,50,10
7/16/2016,9,50,10
7/17/2016,8,50,10
7/18/2016,13,50,10
7/19/2016,92,50,10
7/20/2016,153,50,10
7/21/2016,79,50,10
7/22/2016,43,50,10
7/23/2016,9,50,10
7/24/2016,17,50,10
7/25/2016,29,50,10
7/26/2016,36,50,10
7/27/2016,34,50,10
7/28/2016,40,50,10
7/29/2016,41,50,10
7/30/2016,24,50,10
7/31/2016,18,50,10
8/1/2016,68,50,10
8/2/2016,26,50,10
8/3/2016,57,50,10
8/4/2016,50,50,10
8/5/2016,37,50,10
8/6/2016,14,50,10
8/7/2016,16,50,10
8/8/2016,30,50,10
8/9/2016,40,50,10
8/10/2016,59,50,10
8/11/2016,44,50,10
8/12/2016,33,50,10
8/13/2016,37,50,10
8/14/2016,30,50,10
8/15/2016,26,50,10
8/16/2016,42,50,10
8/17/2016,55,50,10
8/18/2016,45,50,10
8/19/2016,20,50,10
8/20/2016,14,50,10
8/21/2016,17,50,10
8/22/2016,24,50,10
8/23/2016,31,50,10
8/24/2016,27,50,10
8/25/2016,38,50,10
8/26/2016,20,50,10
8/27/2016,11,50,10
8/28/2016,12,50,10
8/29/2016,22,50,10
8/30/2016,17,50,10
8/31/2016,34,50,10
9/1/2016,28,50,10
9/2/2016,23,50,10
9/3/2016,10,50,10
9/4/2016,8,50,10
9/5/2016,30,50,10
9/6/2016,25,50,10
9/7/2016,27,50,10
9/8/2016,30,50,10
9/9/2016,20,50,10
9/10/2016,36,50,10
9/11/2016,12,50,10
9/12/2016,23,50,10
9/13/2016,19,50,10
9/14/2016,25,50,10
9/15/2016,22,50,10
9/16/2016,21,50,10
9/17/2016,11,50,10
9/18/2016,5,50,10
9/19/2016,26,50,10
9/20/2016,15,50,10
9/21/2016,39,50,10
9/22/2016,38,50,10
9/23/2016,22,50,10
9/24/2016,12,50,10
9/25/2016,12,50,10
9/26/2016,31,50,10
9/27/2016,22,50,10
9/28/2016,28,50,10
9/29/2016,24,50,10
9/30/2016,6,50,10
10/1/2016,16,50,10
10/2/2016,6,50,10
10/3/2016,38,50,10
10/4/2016,29,50,10
10/5/2016,18,50,10
10/6/2016,26,50,10
10/7/2016,34,50,10
10/8/2016,13,50,10
10/9/2016,8,50,10
10/10/2016,24,50,10
10/11/2016,59,50,10
10/12/2016,50,50,10
10/13/2016,26,50,10
10/14/2016,33,50,10
10/15/2016,19,50,10
10/16/2016,14,50,10
10/17/2016,19,50,10
10/18/2016,27,50,10
10/19/2016,26,50,10
10/20/2016,16,50,10
10/21/2016,19,50,10
10/22/2016,12,50,10
10/23/2016,15,50,10
10/24/2016,24,50,10
10/25/2016,41,50,10
10/26/2016,23,50,10
10/27/2016,28,50,10
10/28/2016,22,50,10
10/29/2016,12,50,10
10/30/2016,9,50,10
10/31/2016,21,50,10
11/1/2016,37,50,10
11/2/2016,19,50,10
11/3/2016,21,50,10
11/4/2016,15,50,10
11/5/2016,6,50,10
11/6/2016,11,50,10
11/7/2016,32,50,10
11/8/2016,18,50,10
11/9/2016,32,50,10
11/10/2016,27,50,10
11/11/2016,20,50,10
11/12/2016,8,50,10
11/13/2016,14,50,10
11/14/2016,19,50,10
11/15/2016,18,50,10
11/16/2016,30,50,10
11/17/2016,20,50,10
11/18/2016,16,50,10
11/19/2016,11,50,10
11/20/2016,7,50,10
11/21/2016,11,50,10
11/22/2016,16,50,10
11/23/2016,12,50,10
11/24/2016,19,50,10
11/25/2016,14,50,10
11/26/2016,9,50,10
11/27/2016,6,50,10
11/28/2016,21,50,10
11/29/2016,19,50,10
11/30/2016,11,50,10
12/1/2016,13,50,10
12/2/2016,10,50,10
12/3/2016,14,50,10
12/4/2016,10,50,10
12/5/2016,8,50,10
12/6/2016,9,50,10
12/7/2016,9,50,10
12/8/2016,14,50,10
12/9/2016,10,50,10
12/10/2016,9,50,10
12/11/2016,4,50,10
12/12/2016,18,50,10
12/13/2016,18,50,10
12/14/2016,8,50,10
12/15/2016,11,50,10
12/16/2016,22,50,10
12/17/2016,11,50,10
12/18/2016,5,50,10
12/19/2016,11,50,10
12/20/2016,8,50,10
12/21/2016,6,50,10
12/22/2016,7,50,10
12/23/2016,9,50,10
12/24/2016,6,50,10
12/25/2016,5,50,10
12/26/2016,16,50,10
12/27/2016,10,50,10
12/28/2016,20,50,10
12/29/2016,15,50,10
12/30/2016,17,50,10
12/31/2016,4,50,10
1/1/2017,5,50,10
1/2/2017,15,50,10
1/3/2017,9,50,10
1/4/2017,11,50,10
1/5/2017,6,50,10
1/6/2017,15,50,10
1/7/2017,8,50,10
1/8/2017,17,50,10
1/9/2017,18,50,10
1/10/2017,19,50,10
1/11/2017,28,50,10
1/12/2017,21,50,10
1/13/2017,13,50,10
1/14/2017,10,50,10
1/15/2017,6,50,10
1/16/2017,17,50,10
1/17/2017,7,50,10
1/18/2017,17,50,10
1/19/2017,9,50,10
1/20/2017,16,50,10
1/21/2017,11,50,10
1/22/2017,7,50,10
1/23/2017,19,50,10
1/24/2017,19,50,10
1/25/2017,20,50,10
1/26/2017,25,50,10
1/27/2017,19,50,10
1/28/2017,7,50,10
1/29/2017,31,50,10
1/30/2017,35,50,10
1/31/2017,32,50,10
2/1/2017,19,50,10
2/2/2017,19,50,10
2/3/2017,23,50,10
2/4/2017,14,50,10
2/5/2017,7,50,10
2/6/2017,26,50,10
2/7/2017,15,50,10
2/8/2017,16,50,10
2/9/2017,16,50,10
2/10/2017,20,50,10
2/11/2017,15,50,10
2/12/2017,12,50,10
2/13/2017,22,50,10
2/14/2017,26,50,10
2/15/2017,6,50,10
2/16/2017,27,50,10
2/17/2017,31,50,10
2/18/2017,16,50,10
2/19/2017,12,50,10
2/20/2017,63,50,10
2/21/2017,59,50,10
2/22/2017,47,50,10
2/23/2017,60,50,10
2/24/2017,97,50,10
2/25/2017,14,50,10
2/26/2017,11,50,10
2/27/2017,132,50,10
2/28/2017,99,50,10
3/1/2017,106,50,10
3/2/2017,124,50,10
3/3/2017,173,50,10
3/4/2017,48,50,10
3/5/2017,46,50,10
3/6/2017,259,50,10
3/7/2017,138,50,10
3/8/2017,74,50,10
3/9/2017,82,50,10
3/10/2017,75,50,10
3/11/2017,31,50,10
3/12/2017,29,50,10
3/13/2017,96,50,10
3/14/2017,82,50,10
3/15/2017,94,50,10
3/16/2017,88,50,10
3/17/2017,89,50,10
3/18/2017,28,50,10
3/19/2017,18,50,10
3/20/2017,50,50,10
3/21/2017,79,50,10
3/22/2017,109,50,10
3/23/2017,73,50,10
3/24/2017,74,50,10
3/25/2017,52,50,10
3/26/2017,35,50,10
3/27/2017,67,50,10
3/28/2017,58,50,10
3/29/2017,73,50,10
3/30/2017,57,50,10
3/31/2017,70,50,10
4/1/2017,20,50,10
4/2/2017,13,50,10
4/3/2017,65,50,10
4/4/2017,53,50,10
4/5/2017,48,50,10
4/6/2017,28,50,10
4/7/2017,31,50,10
4/8/2017,20,50,10
4/9/2017,20,50,10
4/10/2017,64,50,10
4/11/2017,43,50,10
4/12/2017,44,50,10
4/13/2017,17,50,10
4/14/2017,26,50,10
4/15/2017,150,50,10
4/16/2017,120,50,10
4/17/2017,168,50,10
4/18/2017,94,50,10
4/19/2017,58,50,10
4/20/2017,71,50,10
4/21/2017,72,50,10
4/22/2017,30,50,10
4/23/2017,19,50,10
4/24/2017,64,50,10
4/25/2017,42,50,10
4/26/2017,63,50,10
4/27/2017,59,50,10
4/28/2017,28,50,10
4/29/2017,33,50,10
4/30/2017,17,50,10
5/1/2017,21,50,10
5/2/2017,43,50,10
5/3/2017,56,50,10
5/4/2017,34,50,10
5/5/2017,32,50,10
5/6/2017,20,50,10
5/7/2017,14,50,10
5/8/2017,38,50,10
5/9/2017,44,50,10
5/10/2017,38,50,10
5/11/2017,30,50,10
5/12/2017,40,50,10
5/13/2017,30,50,10
5/14/2017,14,50,10
5/15/2017,67,50,10
5/16/2017,30,50,10
5/17/2017,30,50,10
5/18/2017,35,50,10
5/19/2017,58,50,10
5/20/2017,12,50,10
5/21/2017,27,50,10
5/22/2017,41,50,10
5/23/2017,31,50,10
5/24/2017,41,50,10
5/25/2017,36,50,10
5/26/2017,39,50,10
5/27/2017,34,50,10
5/28/2017,23,50,10
5/29/2017,21,50,10
5/30/2017,95,50,10
5/31/2017,63,50,10
6/1/2017,37,50,10
6/2/2017,18,50,10
6/3/2017,18,50,10
6/4/2017,26,50,10
6/5/2017,64,50,10
6/6/2017,66,50,10
6/7/2017,73,50,10
6/8/2017,63,50,10
6/9/2017,40,50,10
6/10/2017,171,50,10
6/11/2017,144,50,10
6/12/2017,114,50,10
6/13/2017,93,50,10
6/14/2017,50,50,10
6/15/2017,58,50,10
6/16/2017,41,50,10
6/17/2017,29,50,10
6/18/2017,12,50,10
6/19/2017,28,50,10
6/20/2017,43,50,10
6/21/2017,39,50,10
6/22/2017,32,50,10
6/23/2017,37,50,10
6/24/2017,18,50,10
6/25/2017,17,50,10
6/26/2017,29,50,10
6/27/2017,25,50,10
6/28/2017,35,50,10
6/29/2017,40,50,10
6/30/2017,33,50,10
7/1/2017,22,50,10
7/2/2017,23,50,10
7/3/2017,28,50,10
7/4/2017,29,50,10
7/5/2017,36,50,10
7/6/2017,34,50,10
7/7/2017,24,50,10
7/8/2017,31,50,10
7/9/2017,31,50,10
7/10/2017,41,50,10
7/11/2017,47,50,10
7/12/2017,42,50,10
7/13/2017,44,50,10
7/14/2017,42,50,10
7/15/2017,6,50,10
7/16/2017,21,50,10
7/17/2017,24,50,10
7/18/2017,48,50,10
7/19/2017,56,50,10
7/20/2017,69,50,10
7/21/2017,56,50,10
7/22/2017,52,50,10
7/23/2017,30,50,10
7/24/2017,47,50,10
7/25/2017,73,50,10
7/26/2017,29,50,10
7/27/2017,29,50,10
7/28/2017,32,50,10
7/29/2017,20,50,10
7/30/2017,15,50,10
7/31/2017,51,50,10
8/1/2017,30,50,10
8/2/2017,45,50,10
8/3/2017,45,50,10
8/4/2017,42,50,10
8/5/2017,28,50,10
8/6/2017,22,50,10
8/7/2017,44,50,10
8/8/2017,36,50,10
8/9/2017,52,50,10
8/10/2017,41,50,10
8/11/2017,34,50,10
8/12/2017,29,50,10
8/13/2017,25,50,10
8/14/2017,35,50,10
8/15/2017,56,50,10
8/16/2017,71,50,10
8/17/2017,94,50,10
8/18/2017,40,50,10
8/19/2017,22,50,10
8/20/2017,28,50,10
8/21/2017,47,50,10
8/22/2017,29,50,10
8/23/2017,29,50,10
8/24/2017,41,50,10
8/25/2017,34,50,10
8/26/2017,12,50,10
8/27/2017,10,50,10
8/28/2017,43,50,10
8/29/2017,29,50,10
8/30/2017,27,50,10
8/31/2017,9,50,10
9/1/2017,31,50,10
9/2/2017,23,50,10
9/3/2017,10,50,10
9/4/2017,35,50,10
9/5/2017,44,50,10
9/6/2017,51,50,10
9/7/2017,51,50,10
9/8/2017,50,50,10
9/9/2017,16,50,10
9/10/2017,10,50,10
9/11/2017,19,50,10
9/12/2017,27,50,10
9/13/2017,30,50,10
9/14/2017,25,50,10
9/15/2017,14,50,10
9/16/2017,10,50,10
9/17/2017,15,50,10
9/18/2017,31,50,10
9/19/2017,15,50,10
9/20/2017,28,50,10
9/21/2017,12,50,10
9/22/2017,24,50,10
9/23/2017,10,50,10
9/24/2017,11,50,10
9/25/2017,33,50,10
9/26/2017,44,50,10
9/27/2017,19,50,10
9/28/2017,16,50,10
9/29/2017,9,50,10
9/30/2017,3,50,10
10/1/2017,14,50,10
10/2/2017,19,50,10
10/3/2017,34,50,10
10/4/2017,10,50,10
10/5/2017,14,50,10
10/6/2017,20,50,10
10/7/2017,8,50,10
10/8/2017,15,50,10
10/9/2017,8,50,10
10/10/2017,11,50,10
10/11/2017,21,50,10
10/12/2017,24,50,10
10/13/2017,19,50,10
10/14/2017,11,50,10
10/15/2017,3,50,10
10/16/2017,22,50,10
10/17/2017,20,50,10
10/18/2017,28,50,10
10/19/2017,22,50,10
10/20/2017,8,50,10
10/21/2017,15,50,10
10/22/2017,6,50,10
10/23/2017,14,50,10
10/24/2017,25,50,10
10/25/2017,25,50,10
10/26/2017,7,50,10
10/27/2017,12,50,10
10/28/2017,13,50,10
10/29/2017,14,50,10
10/30/2017,43,50,10
10/31/2017,45,50,10
11/1/2017,22,50,10
11/2/2017,26,50,10
11/3/2017,15,50,10
11/4/2017,10,50,10
11/5/2017,13,50,10
11/6/2017,12,50,10
11/7/2017,16,50,10
11/8/2017,30,50,10
11/9/2017,16,50,10
11/10/2017,17,50,10
11/11/2017,8,50,10
11/12/2017,12,50,10
11/13/2017,15,50,10
11/14/2017,20,50,10
11/15/2017,16,50,10
11/16/2017,16,50,10
11/17/2017,10,50,10
11/18/2017,5,50,10
