StudentID,SpendHours,CountryLive,Gender,AgeRange,EducationLevel,InitialExpectID,InitialExpectValue,EndExpectID,EndExpectValue
e3ad0cf5d71ae366376324d1f09890f5f60dc584,3 a 4 horass,N/C,N/C,N/C,N/C,3,Buena,4,Muy buena
b5158a9b6d1327f6822d53e1ce61b5faf58cedb9,3 a 4 horass,N/C,N/C,N/C,N/C,3,Buena,5,Excelente
7586e8cd920d10a45bd19bc2879b740dbff07fc5,3 a 4 horass,N/C,N/C,N/C,N/C,2,Regular,5,Excelente
db3450dce3c2ed7f73c1495d69bda6e0e305ea15,1 a 2 horas,N/C,N/C,N/C,N/C,2,Regular,4,Muy buena
32b8cd577fcbaf5ceb5430bad52903c09d1ba258,3 a 4 horass,N/C,N/C,N/C,N/C,1,Poca,4,Muy buena
d342c93009d882f38b8e07639a19ad6ecb730391,1 a 2 horas,N/C,N/C,N/C,N/C,4,Muy buena,5,Excelente
9cca502fb5cd813319ae4a89423f606f8f3dcb1c,3 a 4 horass,N/C,N/C,N/C,N/C,2,Regular,3,Buena
8facada023442c9cee7a7f39cbb0f680d8dbe722,3 a 4 horass,N/C,N/C,N/C,N/C,3,Buena,5,Excelente
4bd80139b7d568562985c43927584f5b4a31e5d9,3 a 4 horass,N/C,N/C,N/C,N/C,2,Regular,5,Excelente
aac6920b8a49112392697de96dd3bf0242dd3c4d,1 a 2 horas,N/C,N/C,N/C,N/C,3,Buena,4,Muy buena
995a779c65b0e7f9412326cde38e758c13f69708,5 a 6 horas,N/C,N/C,N/C,N/C,3,Buena,4,Muy buena
5b64607e1ba68844ecf4051ca1c725d157159b8c,1 a 2 horas,N/C,N/C,N/C,N/C,2,Regular,5,Excelente
ea18e0507c153d408b0025e01478359d85b555bf,3 a 4 horass,N/C,N/C,N/C,N/C,2,Regular,5,Excelente
1a6c68bbd57f5b223feb71827f72b80d45260260,3 a 4 horass,N/C,N/C,N/C,N/C,2,Regular,3,Buena
7983869f7929a9f6f4024bb082b1444fcfe01d32,5 a 6 horas,N/C,N/C,N/C,N/C,2,Regular,4,Muy buena
bc9b758a0024ff8c21abc5c58d3409cc91fe7aa3,5 a 6 horas,N/C,N/C,N/C,N/C,1,Poca,4,Muy buena
ce1a6d6dd12b006e1deddbc91361edae2373c816,9 horas o mas,N/C,N/C,N/C,N/C,2,Regular,5,Excelente
8c353d23a397a4027286692edc1d2802013a7dbe,7 a 8 horas,N/C,N/C,N/C,N/C,5,Excelente,5,Excelente
cfcc743c625dcbd510f4de03501a3e888508ac8b,3 a 4 horass,N/C,N/C,N/C,N/C,3,Buena,5,Excelente
1e4de9645c404d349ad179fbdaf3169c20b5ea20,3 a 4 horass,N/C,N/C,N/C,N/C,2,Regular,4,Muy buena
412e99938f18015cc2c25509f876e1b2c47600a4,3 a 4 horass,N/C,N/C,N/C,N/C,2,Regular,5,Excelente
7340f72fa6e867d42b15dac54511cf02d4b65385,7 a 8 horas,N/C,N/C,N/C,N/C,2,Regular,4,Muy buena
dd2e6462a95bed1dfb773c0571f12c195a444e21,3 a 4 horass,N/C,N/C,N/C,N/C,2,Regular,3,Buena
6555cddcb751f704238ac2e6ece2bccda892240b,3 a 4 horass,N/C,N/C,N/C,N/C,3,Buena,5,Excelente
4e7eff49f29c3782a3186ded4e162dfd0bbcf634,5 a 6 horas,N/C,N/C,N/C,N/C,4,Muy buena,5,Excelente
2d29ff11e1b1e53f573b585c7e89fa07a68b61ed,3 a 4 horass,N/C,N/C,N/C,N/C,1,Poca,3,Buena
dad6d37350e77c093678fa88dbf28960f6360a77,1 a 2 horas,N/C,N/C,N/C,N/C,2,Regular,4,Muy buena
af7da91de4f8a0870f7eef90d478de5a84df81ad,3 a 4 horass,N/C,N/C,N/C,N/C,2,Regular,4,Muy buena
73d3287c88fefac56379eb3b6d22b69698d21a4b,3 a 4 horass,N/C,N/C,N/C,N/C,2,Regular,5,Excelente
a93ad8e01b1ff0de14b98478ebc64e23dc268ed5,1 a 2 horas,N/C,N/C,N/C,N/C,3,Buena,4,Muy buena
a99c22d052354f0a630ab7774809dddce4f06ce8,5 a 6 horas,N/C,N/C,N/C,N/C,4,Muy buena,5,Excelente
b6ac9df137b814d1d742689c6b5c84897780bb55,3 a 4 horass,N/C,N/C,N/C,N/C,3,Buena,5,Excelente
73df31acd89a90403aaf470262baa0dda4711c62,1 a 2 horas,N/C,N/C,N/C,N/C,2,Regular,5,Excelente
e523d1c7c41c568168ec3a6c1cad4db4f0ae9f1d,3 a 4 horass,N/C,N/C,N/C,N/C,2,Regular,4,Muy buena
b7c0de02b276dc761dd69926105d9c1df67da665,5 a 6 horas,N/C,N/C,N/C,N/C,3,Buena,5,Excelente
af634af39997285ac128d634576679150b1f5e61,5 a 6 horas,N/C,N/C,N/C,N/C,4,Muy buena,5,Excelente
f823f65c0550e54dd26b9cf63319d1da4df86723,3 a 4 horass,N/C,N/C,N/C,N/C,3,Buena,5,Excelente
97bae4380fbac3407947431a36525e2d86c7147e,5 a 6 horas,N/C,N/C,N/C,N/C,4,Muy buena,5,Excelente
b8d208df6d0680fc3766f6b17a50c4ac6f18860c,5 a 6 horas,N/C,N/C,N/C,N/C,3,Buena,5,Excelente
6b4fc3614b28d97e697bdac3cea7157fceac43c5,3 a 4 horass,N/C,N/C,N/C,N/C,2,Regular,4,Muy buena
01e92ffb4dadc81f6189d10911824c91b70f4b96,1 a 2 horas,N/C,N/C,N/C,N/C,3,Buena,5,Excelente
3708f3146317cab12a0b27d3597a2a236879f160,5 a 6 horas,N/C,N/C,N/C,N/C,3,Buena,5,Excelente
510cff8f800a142e577e826a53229c560170db23,5 a 6 horas,N/C,N/C,N/C,N/C,3,Buena,5,Excelente
65f2e6ddaa80df87c13b2d638c89e40e2eab7154,1 a 2 horas,N/C,N/C,N/C,N/C,1,Poca,3,Buena
fc50c85fdec34d718ef3173c7fd9dfdc8e2dbd56,5 a 6 horas,N/C,N/C,N/C,N/C,3,Buena,5,Excelente
28b2cc79224a4f6b35284af44c3e4532b144dc25,3 a 4 horass,N/C,N/C,N/C,N/C,1,Poca,5,Excelente
be27aae0d268788ea9acce56011f869b7b7ae644,3 a 4 horass,N/C,N/C,N/C,N/C,4,Muy buena,5,Excelente
ee482f4842f6d4a6ebc31a41bac8dec7c305b016,5 a 6 horas,N/C,N/C,N/C,N/C,4,Muy buena,4,Muy buena
a7cfd1b2274f9c6eeeaa3b52764bf6f0a7f2c632,3 a 4 horass,N/C,N/C,N/C,N/C,2,Regular,4,Muy buena
2197c4bcc5db42376e3e593893306f9b776569df,1 a 2 horas,N/C,N/C,N/C,N/C,2,Regular,4,Muy buena
4a5d82bc095e2184201e057b10a862b529a615ab,1 a 2 horas,N/C,N/C,N/C,N/C,3,Buena,5,Excelente
4a71769a04d784966d1497de2b71eb9f6f0ea3b1,9 horas o mas,N/C,N/C,N/C,N/C,4,Muy buena,4,Muy buena
34369ee15646fb4db4dbd391bb9f71015079d902,5 a 6 horas,N/C,N/C,N/C,N/C,3,Buena,5,Excelente
62a3676bc0356284def5ea37a6e2f8248c254fcf,3 a 4 horass,N/C,N/C,N/C,N/C,3,Buena,5,Excelente
ace84d441ade2c17d82da2e5036972e43d47474a,3 a 4 horass,N/C,N/C,N/C,N/C,3,Buena,5,Excelente
52a00b24a5e76b6f03c4138803289c78924cc33b,3 a 4 horass,N/C,N/C,N/C,N/C,3,Buena,5,Excelente
94fb1bd483c7a9c50f5c24c104f3d762e8ef29b5,3 a 4 horass,N/C,N/C,N/C,N/C,3,Buena,4,Muy buena
ed001e20a1f297a014ae1fe1f13ee10f9b0855c9,1 a 2 horas,N/C,N/C,N/C,N/C,4,Muy buena,5,Excelente
6aa02855160b54a4af8372a677ad988ae5474109,3 a 4 horass,N/C,N/C,N/C,N/C,3,Buena,4,Muy buena
b1c5a79abf497dfc0f768f8279db93bcedffe654,7 a 8 horas,N/C,N/C,N/C,N/C,3,Buena,5,Excelente
5bdabef423dff76c718624107b11f3c2d996b64e,1 a 2 horas,N/C,N/C,N/C,N/C,2,Regular,5,Excelente
55af5011cb8954d80ed4441eb2af792ed537a9da,5 a 6 horas,N/C,N/C,N/C,N/C,4,Muy buena,5,Excelente
5cdeb02d4cd48ad90d49aaca690344f3a7eed2a0,7 a 8 horas,N/C,N/C,N/C,N/C,2,Regular,5,Excelente
c1e73ff8c22c381175228272dc1bf04111709050,1 a 2 horas,N/C,N/C,N/C,N/C,0,N/C,3,Buena
706ca6db504799c73ba4e4ec5a6209a4cb55a36d,3 a 4 horass,N/C,N/C,N/C,N/C,4,Muy buena,5,Excelente
3e84565313e40d3540cb0274f194732848d4797b,1 a 2 horas,N/C,N/C,N/C,N/C,1,Poca,4,Muy buena
3c6e793ff66250697f670d182f845fe419cbe633,3 a 4 horass,N/C,N/C,N/C,N/C,3,Buena,5,Excelente
b2dfdc05b9cad25b8c0d7206d033d2059f691ca7,3 a 4 horass,N/C,N/C,N/C,N/C,3,Buena,4,Muy buena
e5a1f68a89a598b0b01947b037c0d24da509eb6d,3 a 4 horass,N/C,N/C,N/C,N/C,1,Poca,4,Muy buena
4aa661a2eecf0c9b782e9dcb99e45cdb2b89c809,1 a 2 horas,N/C,N/C,N/C,N/C,2,Regular,5,Excelente
8a9fcece3797e5565e7823e8dac643b5e85d510a,1 a 2 horas,N/C,N/C,N/C,N/C,4,Muy buena,5,Excelente
b873def9ecd8843258c5a6a88bf6677f0152ed2d,3 a 4 horass,N/C,N/C,N/C,N/C,2,Regular,4,Muy buena
6344e4ec3de7fb2e6048500b045c997bb90aa25b,3 a 4 horass,N/C,N/C,N/C,N/C,3,Buena,4,Muy buena
3c14ffa51592bba98067f5f7916deeacdd06cc82,1 a 2 horas,N/C,N/C,N/C,N/C,2,Regular,4,Muy buena
1b016fb7ee74a1fdf4c70eade5929246287e0f08,1 a 2 horas,N/C,N/C,N/C,N/C,1,Poca,5,Excelente
b992c935d55f9c767e46752e5ac4a081f5359149,1 a 2 horas,N/C,N/C,N/C,N/C,2,Regular,3,Buena
9d9e0a76c1674324c3404497a8df2d5a0bfb21b5,3 a 4 horass,N/C,N/C,N/C,N/C,3,Buena,4,Muy buena
4b7a9132ec101d088352718b29588789ff36f156,3 a 4 horass,N/C,N/C,N/C,N/C,3,Buena,5,Excelente
84d269b9d103356302f304ad7173146f34c6eeb1,1 a 2 horas,N/C,N/C,N/C,N/C,3,Buena,4,Muy buena
ba9503c6aab838c03bcf1570decfb7315a3d360a,1 a 2 horas,N/C,N/C,N/C,N/C,3,Buena,5,Excelente
f9daf7964a2480702b36134c6a3c6c6a671b1be6,7 a 8 horas,N/C,N/C,N/C,N/C,3,Buena,5,Excelente
a5cb65d40c20cb67b5d147efbf3dea01803f0960,3 a 4 horass,N/C,N/C,N/C,N/C,2,Regular,5,Excelente
88f683f772d14c91f5e44fd5e89495d2637c8e55,9 horas o mas,N/C,N/C,N/C,N/C,2,Regular,4,Muy buena
b5a937c054f1605ffbe1c3b99ecfac00a8a50cc1,3 a 4 horass,N/C,N/C,N/C,N/C,3,Buena,5,Excelente
911c553f9292311a324c2a097699a617bec0993f,3 a 4 horass,N/C,N/C,N/C,N/C,2,Regular,5,Excelente
c2d9772ec4190f7b4e0dadc2c71d838aa418b479,1 a 2 horas,N/C,N/C,N/C,N/C,2,Regular,5,Excelente
db06125b43463439f4d2f0b25fe5d35dc5872328,3 a 4 horass,N/C,N/C,N/C,N/C,3,Buena,4,Muy buena
36c04790a134e488186b5258f7f44fe4d37d8896,5 a 6 horas,N/C,N/C,N/C,N/C,2,Regular,5,Excelente
38f40055302dba5f9a6f6aa73421a9bfb9f948f7,9 horas o mas,N/C,N/C,N/C,N/C,2,Regular,5,Excelente
e9bd0402d74e79d09b7902e1419eb4438ad1e66e,7 a 8 horas,N/C,N/C,N/C,N/C,4,Muy buena,5,Excelente
b079901bb772771f53f5968f7de18c4f7c826199,5 a 6 horas,N/C,N/C,N/C,N/C,1,Poca,5,Excelente
